sequence,frame_range,file_path,final_event_type,confidence,window_count,total_weight,sequence_event_type,EMPTY_D_TH,V_OK,score_sum,sequence_event_feats,"weights(a,b,c)"
05,002100_002400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\05\002100_002400\05_f2100_2400\final_event_scorevote.txt,Normal,0.518,28.0,840.0,Normal,0.03,6.0,"{'Empty': 388.33333253860474, 'Normal': 436.4666675962508, 'Congestion': 18.144462939351797}","{'density_mean': 0.39193084836006165, 'speed_mean': 9.6297607421875, 'occupancy_mean': 0.004116920288652182, 'ego_motion': 0.09232046455144882, 'static_dwell_norm': 0.710765540599823, 'static_change_focus': 0.09232046455144882, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1988472938537598, 'speed_reliable_ratio': 0.9711815561959655, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
05,002200_002500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\05\002200_002500\05_f2200_2500\final_event_scorevote.txt,Normal,0.558,28.0,840.0,Normal,0.03,6.0,"{'Empty': 346.666664686054, 'Normal': 470.533334761858, 'Congestion': 25.46946364408359}","{'density_mean': 0.4595015347003937, 'speed_mean': 10.352255821228027, 'occupancy_mean': 0.005418076645582914, 'ego_motion': 0.118036650121212, 'static_dwell_norm': 0.7578890919685364, 'static_change_focus': 0.118036650121212, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.5584112405776978, 'speed_reliable_ratio': 0.9462616822429907, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
05,002300_002600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\05\002300_002600\05_f2300_2600\final_event_scorevote.txt,Normal,0.619,28.0,840.0,Normal,0.03,6.0,"{'Empty': 293.3333331719041, 'Normal': 520.2166656777263, 'Congestion': 26.550001152791083}","{'density_mean': 0.5956606864929199, 'speed_mean': 10.999892234802246, 'occupancy_mean': 0.007558630779385567, 'ego_motion': 0.14148014783859253, 'static_dwell_norm': 0.7859269976615906, 'static_change_focus': 0.14148014783859253, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.174556255340576, 'speed_reliable_ratio': 0.9467455621301775, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
05,002400_002700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\05\002400_002700\05_f2400_2700\final_event_scorevote.txt,Normal,0.947,28.0,840.0,Normal,0.03,6.0,"{'Empty': 4.166668951511382, 'Normal': 795.7958309538662, 'Congestion': 40.4250000603497}","{'density_mean': 0.6259739995002747, 'speed_mean': 10.672365188598633, 'occupancy_mean': 0.009405876509845257, 'ego_motion': 0.1207597479224205, 'static_dwell_norm': 0.8290218114852905, 'static_change_focus': 0.1207597479224205, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 2.7090909481048584, 'speed_reliable_ratio': 0.9428571428571428, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
05,002500_002760,D:\연구실\new_hitmap_ver\src\out_bev_ranges\05\002500_002760\05_f2500_2760\final_event_scorevote.txt,Normal,0.919,24.0,720.0,Normal,0.03,6.0,"{'Empty': 28.33332881331443, 'Normal': 662.3916721590795, 'Congestion': 30.199999095406383}","{'density_mean': 0.5600298643112183, 'speed_mean': 10.697467803955078, 'occupancy_mean': 0.006629652809351683, 'ego_motion': 0.11234450340270996, 'static_dwell_norm': 0.8294128179550171, 'static_change_focus': 0.11234450340270996, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8948545455932617, 'speed_reliable_ratio': 0.9395973154362416, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000000_000300\06_f0000_0300\final_event_scorevote.txt,Normal,0.784,28.0,840.0,Normal,0.03,6.0,"{'Empty': 127.49999672174454, 'Normal': 668.9626937718131, 'Congestion': 57.1114427014254}","{'density_mean': 0.5583756566047668, 'speed_mean': 9.714133262634277, 'occupancy_mean': 0.0067344605922698975, 'ego_motion': 0.10673290491104126, 'static_dwell_norm': 0.7598952651023865, 'static_change_focus': 0.10673290491104126, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9103214740753174, 'speed_reliable_ratio': 0.9509306260575296, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000100_000400\06_f0100_0400\final_event_scorevote.txt,Normal,0.839,28.0,840.0,Normal,0.03,6.0,"{'Empty': 83.33333023358136, 'Normal': 710.6134781888686, 'Congestion': 52.84281052148435}","{'density_mean': 0.5236576199531555, 'speed_mean': 10.275407791137695, 'occupancy_mean': 0.006056366953998804, 'ego_motion': 0.10160031914710999, 'static_dwell_norm': 0.7647058963775635, 'static_change_focus': 0.10160031914710999, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.7320574522018433, 'speed_reliable_ratio': 0.9585326953748007, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000200_000500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000200_000500\06_f0200_0500\final_event_scorevote.txt,Normal,0.84,28.0,840.0,Normal,0.03,6.0,"{'Empty': 83.33333023358136, 'Normal': 711.4230039184913, 'Congestion': 52.03328479186166}","{'density_mean': 0.48868176341056824, 'speed_mean': 10.11514949798584, 'occupancy_mean': 0.00558723509311676, 'ego_motion': 0.1225377693772316, 'static_dwell_norm': 0.7407969236373901, 'static_change_focus': 0.1225377693772316, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.595206379890442, 'speed_reliable_ratio': 0.9547270306258322, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000300_000600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000300_000600\06_f0300_0600\final_event_scorevote.txt,Normal,0.935,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 785.5874998122454, 'Congestion': 54.41250018775463}","{'density_mean': 0.5549573302268982, 'speed_mean': 12.647319793701172, 'occupancy_mean': 0.007109545171260834, 'ego_motion': 0.14887195825576782, 'static_dwell_norm': 0.8214080929756165, 'static_change_focus': 0.14887195825576782, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.008075475692749, 'speed_reliable_ratio': 0.9448183041722745, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000400_000700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000400_000700\06_f0400_0700\final_event_scorevote.txt,Normal,0.927,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 778.6282459781505, 'Congestion': 61.37175402184948}","{'density_mean': 0.575925886631012, 'speed_mean': 12.621034622192383, 'occupancy_mean': 0.007807308342307806, 'ego_motion': 0.1524113416671753, 'static_dwell_norm': 0.7746224999427795, 'static_change_focus': 0.1524113416671753, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.2166666984558105, 'speed_reliable_ratio': 0.95, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000500_000800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000500_000800\06_f0500_0800\final_event_scorevote.txt,Normal,0.936,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 786.2657460705377, 'Congestion': 53.734253929462284}","{'density_mean': 0.5772993564605713, 'speed_mean': 12.68943977355957, 'occupancy_mean': 0.010324358940124512, 'ego_motion': 0.18877862393856049, 'static_dwell_norm': 0.81258225440979, 'static_change_focus': 0.18877862393856049, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.9138944149017334, 'speed_reliable_ratio': 0.949119373776908, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000600_000900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000600_000900\06_f0600_0900\final_event_scorevote.txt,Normal,0.937,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 787.1676232789177, 'Congestion': 52.832376721082255}","{'density_mean': 0.5612121224403381, 'speed_mean': 12.45699691772461, 'occupancy_mean': 0.009151313453912735, 'ego_motion': 0.19660203158855438, 'static_dwell_norm': 0.8564764857292175, 'static_change_focus': 0.19660203158855438, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.6036362648010254, 'speed_reliable_ratio': 0.9527272727272728, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000700_001000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000700_001000\06_f0700_1000\final_event_scorevote.txt,Normal,0.872,28.0,840.0,Normal,0.03,6.0,"{'Empty': 59.16666600853205, 'Normal': 735.4727117891889, 'Congestion': 48.397207161644474}","{'density_mean': 0.5747527480125427, 'speed_mean': 12.349727630615234, 'occupancy_mean': 0.007896888069808483, 'ego_motion': 0.14987322688102722, 'static_dwell_norm': 0.8482381701469421, 'static_change_focus': 0.14987322688102722, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.2338569164276123, 'speed_reliable_ratio': 0.9511343804537522, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000800_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000800_001100\06_f0800_1100\final_event_scorevote.txt,Normal,0.753,28.0,840.0,Normal,0.03,6.0,"{'Empty': 163.33333287388086, 'Normal': 636.865108696511, 'Congestion': 46.094880239339545}","{'density_mean': 0.5841330885887146, 'speed_mean': 10.521408081054688, 'occupancy_mean': 0.0070207430981099606, 'ego_motion': 0.12917590141296387, 'static_dwell_norm': 0.75, 'static_change_focus': 0.12917590141296387, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9884836673736572, 'speed_reliable_ratio': 0.9539347408829175, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
06,000900_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\06\000900_001100\06_f0900_1100\final_event_scorevote.txt,Normal,0.67,18.0,540.0,Normal,0.03,6.0,"{'Empty': 152.4999998882413, 'Normal': 364.48406543117017, 'Congestion': 26.897671535611153}","{'density_mean': 0.5057803392410278, 'speed_mean': 10.347684860229492, 'occupancy_mean': 0.005780346225947142, 'ego_motion': 0.0962090939283371, 'static_dwell_norm': 0.7983062267303467, 'static_change_focus': 0.0962090939283371, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.644508719444275, 'speed_reliable_ratio': 0.9421965317919075, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000000_000300\07_f0000_0300\final_event_scorevote.txt,Normal,0.883,28.0,840.0,Normal,0.03,6.0,"{'Empty': 14.166671931743618, 'Normal': 747.5930214845575, 'Congestion': 84.96878536557779}","{'density_mean': 0.49415552616119385, 'speed_mean': 7.000895023345947, 'occupancy_mean': 0.0076809655874967575, 'ego_motion': 0.11217104643583298, 'static_dwell_norm': 0.7252005338668823, 'static_change_focus': 0.11217104643583298, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.2370011806488037, 'speed_reliable_ratio': 0.9576783555018138, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000100_000400\07_f0100_0400\final_event_scorevote.txt,Normal,0.841,28.0,840.0,Normal,0.03,6.0,"{'Empty': 70.00000726431607, 'Normal': 727.0593164386228, 'Congestion': 67.00076410733163}","{'density_mean': 0.5025553703308105, 'speed_mean': 7.61681604385376, 'occupancy_mean': 0.006978441029787064, 'ego_motion': 0.1032920554280281, 'static_dwell_norm': 0.686092734336853, 'static_change_focus': 0.1032920554280281, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0187394618988037, 'speed_reliable_ratio': 0.9557069846678024, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000200_000500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000200_000500\07_f0200_0500\final_event_scorevote.txt,Normal,0.849,28.0,840.0,Normal,0.03,6.0,"{'Empty': 70.00000726431607, 'Normal': 733.4356510080397, 'Congestion': 60.62442953791469}","{'density_mean': 0.5048908591270447, 'speed_mean': 7.124858379364014, 'occupancy_mean': 0.006981993559747934, 'ego_motion': 0.11016696691513062, 'static_dwell_norm': 0.6432368159294128, 'static_change_focus': 0.11016696691513062, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0180587768554688, 'speed_reliable_ratio': 0.9503386004514672, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000300_000600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000300_000600\07_f0300_0600\final_event_scorevote.txt,Normal,0.874,28.0,840.0,Normal,0.03,6.0,"{'Empty': 45.83333421498536, 'Normal': 742.7340974994004, 'Congestion': 61.08820796851069}","{'density_mean': 0.5099067687988281, 'speed_mean': 8.551094055175781, 'occupancy_mean': 0.006749064661562443, 'ego_motion': 0.12939989566802979, 'static_dwell_norm': 0.667448878288269, 'static_change_focus': 0.12939989566802979, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9597902297973633, 'speed_reliable_ratio': 0.9545454545454546, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000400_000700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000400_000700\07_f0400_0700\final_event_scorevote.txt,Normal,0.845,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 0.0, 'Normal': 709.6314146574587, 'Congestion': 130.36858534254134}","{'density_mean': 0.49103936553001404, 'speed_mean': 5.871537208557129, 'occupancy_mean': 0.008946113288402557, 'ego_motion': 0.12362636625766754, 'static_dwell_norm': 0.7157874703407288, 'static_change_focus': 0.12362636625766754, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.5944700241088867, 'speed_reliable_ratio': 0.9400921658986175, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000500_000800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000500_000800\07_f0500_0800\final_event_scorevote.txt,Normal,0.775,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 651.1772521503735, 'Congestion': 188.82274784962647}","{'density_mean': 0.49152541160583496, 'speed_mean': 7.132260799407959, 'occupancy_mean': 0.009092103689908981, 'ego_motion': 0.12194002419710159, 'static_dwell_norm': 0.7747368216514587, 'static_change_focus': 0.12194002419710159, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.648587465286255, 'speed_reliable_ratio': 0.9502824858757062, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000600_000900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000600_000900\07_f0600_0900\final_event_scorevote.txt,Normal,0.765,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 642.5115783058573, 'Congestion': 197.48842169414274}","{'density_mean': 0.5216374397277832, 'speed_mean': 7.126791954040527, 'occupancy_mean': 0.010176603682339191, 'ego_motion': 0.10941307246685028, 'static_dwell_norm': 0.6849939227104187, 'static_change_focus': 0.10941307246685028, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.948538064956665, 'speed_reliable_ratio': 0.9450292397660819, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000700_001000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000700_001000\07_f0700_1000\final_event_scorevote.txt,Normal,0.862,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 723.7999383558054, 'Congestion': 116.20006164419465}","{'density_mean': 0.5478649735450745, 'speed_mean': 7.633823394775391, 'occupancy_mean': 0.008875373750925064, 'ego_motion': 0.12188807129859924, 'static_dwell_norm': 0.6185790300369263, 'static_change_focus': 0.12188807129859924, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.577479362487793, 'speed_reliable_ratio': 0.9555785123966942, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000800_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000800_001100\07_f0800_1100\final_event_scorevote.txt,Normal,0.845,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 709.8532261624932, 'Congestion': 130.14677383750677}","{'density_mean': 0.5452699661254883, 'speed_mean': 6.269736289978027, 'occupancy_mean': 0.008849915117025375, 'ego_motion': 0.09601980447769165, 'static_dwell_norm': 0.671775221824646, 'static_change_focus': 0.09601980447769165, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.5688185691833496, 'speed_reliable_ratio': 0.9634591961023142, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
07,000900_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\07\000900_001100\07_f0900_1100\final_event_scorevote.txt,Normal,0.814,18.0,540.0,Unknown,0.03,6.0,"{'Empty': 0.0, 'Normal': 439.6082863882184, 'Congestion': 100.3917136117816}","{'density_mean': 0.4683392643928528, 'speed_mean': 4.437880992889404, 'occupancy_mean': 0.008341370150446892, 'ego_motion': 0.0755089744925499, 'static_dwell_norm': 0.7687538266181946, 'static_change_focus': 0.0755089744925499, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.4372758865356445, 'speed_reliable_ratio': 0.953405017921147, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000000_000300\08_f0000_0300\final_event_scorevote.txt,Normal,0.786,28.0,840.0,Normal,0.03,6.0,"{'Empty': 125.83333412185311, 'Normal': 662.6160036372021, 'Congestion': 54.163162229117006}","{'density_mean': 0.49408283829689026, 'speed_mean': 9.264229774475098, 'occupancy_mean': 0.007116318680346012, 'ego_motion': 0.12008601427078247, 'static_dwell_norm': 0.8338435888290405, 'static_change_focus': 0.12008601427078247, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.050295829772949, 'speed_reliable_ratio': 0.9408284023668639, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000100_000400\08_f0100_0400\final_event_scorevote.txt,Normal,0.848,28.0,840.0,Normal,0.03,6.0,"{'Empty': 99.16667710989714, 'Normal': 716.7583232745528, 'Congestion': 29.24249618779868}","{'density_mean': 0.6018157601356506, 'speed_mean': 11.452011108398438, 'occupancy_mean': 0.00937213096767664, 'ego_motion': 0.13368771970272064, 'static_dwell_norm': 0.8419475555419922, 'static_change_focus': 0.13368771970272064, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 2.688715934753418, 'speed_reliable_ratio': 0.933852140077821, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000200_000500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000200_000500\08_f0200_0500\final_event_scorevote.txt,Normal,0.834,28.0,840.0,Normal,0.03,6.0,"{'Empty': 106.6666743531823, 'Normal': 712.3275460321456, 'Congestion': 35.505471465177834}","{'density_mean': 0.5198068022727966, 'speed_mean': 10.546661376953125, 'occupancy_mean': 0.006500071845948696, 'ego_motion': 0.1324283331632614, 'static_dwell_norm': 0.8050975799560547, 'static_change_focus': 0.1324283331632614, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8724638223648071, 'speed_reliable_ratio': 0.9478260869565217, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000300_000600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000300_000600\08_f0300_0600\final_event_scorevote.txt,Normal,0.921,28.0,840.0,Normal,0.03,6.0,"{'Empty': 15.000006332993504, 'Normal': 783.29924593959, 'Congestion': 51.82044286932796}","{'density_mean': 0.5368481278419495, 'speed_mean': 8.954386711120605, 'occupancy_mean': 0.006960923783481121, 'ego_motion': 0.1538887470960617, 'static_dwell_norm': 0.7929078340530396, 'static_change_focus': 0.1538887470960617, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0136053562164307, 'speed_reliable_ratio': 0.9574829931972789, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000400_000700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000400_000700\08_f0400_0700\final_event_scorevote.txt,Normal,0.941,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 790.3604858899489, 'Congestion': 49.639514110051095}","{'density_mean': 0.5150126814842224, 'speed_mean': 8.196971893310547, 'occupancy_mean': 0.006664806976914406, 'ego_motion': 0.13245609402656555, 'static_dwell_norm': 0.8402504324913025, 'static_change_focus': 0.13245609402656555, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9328243732452393, 'speed_reliable_ratio': 0.9526717557251908, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000500_000800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000500_000800\08_f0500_0800\final_event_scorevote.txt,Normal,0.888,28.0,840.0,Normal,0.03,6.0,"{'Empty': 46.66667141020298, 'Normal': 746.789707895834, 'Congestion': 47.643620622809976}","{'density_mean': 0.505081295967102, 'speed_mean': 8.23194694519043, 'occupancy_mean': 0.00647739227861166, 'ego_motion': 0.14779682457447052, 'static_dwell_norm': 0.8081408143043518, 'static_change_focus': 0.14779682457447052, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8673779964447021, 'speed_reliable_ratio': 0.9527439024390244, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000600_000900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000600_000900\08_f0600_0900\final_event_scorevote.txt,Normal,0.89,28.0,840.0,Normal,0.03,6.0,"{'Empty': 46.66667141020298, 'Normal': 748.2156869680621, 'Congestion': 46.2176415505819}","{'density_mean': 0.48352712392807007, 'speed_mean': 8.616833686828613, 'occupancy_mean': 0.005973306018859148, 'ego_motion': 0.15175291895866394, 'static_dwell_norm': 0.8114570379257202, 'static_change_focus': 0.15175291895866394, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.7296512126922607, 'speed_reliable_ratio': 0.9651162790697675, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000700_001000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000700_001000\08_f0700_1000\final_event_scorevote.txt,Normal,0.89,28.0,840.0,Normal,0.03,6.0,"{'Empty': 44.16666567325592, 'Normal': 748.4279919788241, 'Congestion': 48.0928423628211}","{'density_mean': 0.4900793433189392, 'speed_mean': 8.759346008300781, 'occupancy_mean': 0.006288561969995499, 'ego_motion': 0.14864788949489594, 'static_dwell_norm': 0.8335908651351929, 'static_change_focus': 0.14864788949489594, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8303571939468384, 'speed_reliable_ratio': 0.9657738095238095, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000800_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000800_001100\08_f0800_1100\final_event_scorevote.txt,Normal,0.945,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 794.057651527226, 'Congestion': 45.94234847277403}","{'density_mean': 0.5103244781494141, 'speed_mean': 8.809650421142578, 'occupancy_mean': 0.006468114443123341, 'ego_motion': 0.15099328756332397, 'static_dwell_norm': 0.731621265411377, 'static_change_focus': 0.15099328756332397, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8775811195373535, 'speed_reliable_ratio': 0.9572271386430679, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,000900_001200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\000900_001200\08_f0900_1200\final_event_scorevote.txt,Normal,0.952,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 799.3979484457523, 'Congestion': 40.60205155424774}","{'density_mean': 0.5213541984558105, 'speed_mean': 8.918340682983398, 'occupancy_mean': 0.006327865179628134, 'ego_motion': 0.14143845438957214, 'static_dwell_norm': 0.7316726446151733, 'static_change_focus': 0.14143845438957214, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.826562523841858, 'speed_reliable_ratio': 0.9484375, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
