sequence,frame_range,file_path,final_event_type,confidence,window_count,total_weight,sequence_event_type,EMPTY_D_TH,V_OK,score_sum,sequence_event_feats,"weights(a,b,c)"
09,000600_000900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000600_000900\09_f0600_0900\final_event_scorevote.txt,Normal,0.943,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 792.4801849387586, 'Congestion': 47.51981506124139}","{'density_mean': 0.4702517092227936, 'speed_mean': 10.094184875488281, 'occupancy_mean': 0.005302689969539642, 'ego_motion': 0.13170225918293, 'static_dwell_norm': 0.8630711436271667, 'static_change_focus': 0.13170225918293, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.5148741006851196, 'speed_reliable_ratio': 0.9439359267734554, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000700_001000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000700_001000\09_f0700_1000\final_event_scorevote.txt,Normal,0.937,28.0,840.0,Normal,0.03,6.0,"{'Empty': 8.333329781889914, 'Normal': 789.7084756530821, 'Congestion': 44.479584055021405}","{'density_mean': 0.4534246623516083, 'speed_mean': 9.9456787109375, 'occupancy_mean': 0.005119919311255217, 'ego_motion': 0.12265957146883011, 'static_dwell_norm': 0.8700240254402161, 'static_change_focus': 0.12265957146883011, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4589041471481323, 'speed_reliable_ratio': 0.9438356164383561, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000800_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000800_001100\09_f0800_1100\final_event_scorevote.txt,Normal,0.946,28.0,840.0,Normal,0.03,6.0,"{'Empty': 8.333330452442167, 'Normal': 796.8772537130862, 'Congestion': 37.31080599501729}","{'density_mean': 0.44831591844558716, 'speed_mean': 9.74992561340332, 'occupancy_mean': 0.004867630545049906, 'ego_motion': 0.130480095744133, 'static_dwell_norm': 0.877288818359375, 'static_change_focus': 0.130480095744133, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3989547491073608, 'speed_reliable_ratio': 0.9512195121951219, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000900_001200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000900_001200\09_f0900_1200\final_event_scorevote.txt,Normal,0.908,28.0,840.0,Normal,0.03,6.0,"{'Empty': 45.83332277834415, 'Normal': 765.4522611256689, 'Congestion': 32.02330637164414}","{'density_mean': 0.40780776739120483, 'speed_mean': 8.889609336853027, 'occupancy_mean': 0.00442369282245636, 'ego_motion': 0.11669709533452988, 'static_dwell_norm': 0.8263105750083923, 'static_change_focus': 0.11669709533452988, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2702702283859253, 'speed_reliable_ratio': 0.9531531531531532, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,001000_001300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\001000_001300\09_f1000_1300\final_event_scorevote.txt,Normal,0.923,28.0,840.0,Normal,0.03,6.0,"{'Empty': 37.49999299645423, 'Normal': 775.9500073175877, 'Congestion': 27.337500471621752}","{'density_mean': 0.4504181444644928, 'speed_mean': 10.40566635131836, 'occupancy_mean': 0.004822634160518646, 'ego_motion': 0.09945616871118546, 'static_dwell_norm': 0.8496144413948059, 'static_change_focus': 0.09945616871118546, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3870967626571655, 'speed_reliable_ratio': 0.9498207885304659, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,001100_001400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\001100_001400\09_f1100_1400\final_event_scorevote.txt,Normal,0.947,28.0,840.0,Normal,0.03,6.0,"{'Empty': 10.833329260349272, 'Normal': 795.6416709162295, 'Congestion': 33.812499884516}","{'density_mean': 0.4537329077720642, 'speed_mean': 12.136734008789062, 'occupancy_mean': 0.004978148266673088, 'ego_motion': 0.10224197804927826, 'static_dwell_norm': 0.845223605632782, 'static_change_focus': 0.10224197804927826, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.421135663986206, 'speed_reliable_ratio': 0.9479495268138801, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,001200_001500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\001200_001500\09_f1200_1500\final_event_scorevote.txt,Normal,0.809,28.0,840.0,Normal,0.03,6.0,"{'Empty': 133.33333351183683, 'Normal': 679.4791668793187, 'Congestion': 27.437499606166966}","{'density_mean': 0.4691614508628845, 'speed_mean': 12.925830841064453, 'occupancy_mean': 0.005235493648797274, 'ego_motion': 0.10916943848133087, 'static_dwell_norm': 0.813796877861023, 'static_change_focus': 0.10916943848133087, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4864864349365234, 'speed_reliable_ratio': 0.9355509355509356, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,001300_001590,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\001300_001590\09_f1300_1590\final_event_scorevote.txt,Normal,0.668,27.0,810.0,Normal,0.03,6.0,"{'Empty': 247.5000006193295, 'Normal': 540.9500001510605, 'Congestion': 21.887499220320024}","{'density_mean': 0.41700679063796997, 'speed_mean': 13.465365409851074, 'occupancy_mean': 0.004346056841313839, 'ego_motion': 0.10580574721097946, 'static_dwell_norm': 0.7602229714393616, 'static_change_focus': 0.10580574721097946, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.240816354751587, 'speed_reliable_ratio': 0.9551020408163265, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000000_000300\10_f0000_0300\final_event_scorevote.txt,Empty,0.625,28.0,840.0,Normal,0.03,6.0,"{'Empty': 525.833327434957, 'Normal': 308.2846444994211, 'Congestion': 7.4445281540974975}","{'density_mean': 0.34507042169570923, 'speed_mean': 6.28798246383667, 'occupancy_mean': 0.004094333853572607, 'ego_motion': 0.10298475623130798, 'static_dwell_norm': 0.7280464768409729, 'static_change_focus': 0.10298475623130798, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1408450603485107, 'speed_reliable_ratio': 0.9154929577464789, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000100_000400\10_f0100_0400\final_event_scorevote.txt,Normal,0.692,28.0,840.0,Normal,0.03,6.0,"{'Empty': 239.9999924376607, 'Normal': 582.9334643473849, 'Congestion': 19.191326653584838}","{'density_mean': 0.3844841718673706, 'speed_mean': 7.406838893890381, 'occupancy_mean': 0.004171941429376602, 'ego_motion': 0.12497302144765854, 'static_dwell_norm': 0.7614654898643494, 'static_change_focus': 0.12497302144765854, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1918158531188965, 'speed_reliable_ratio': 0.9462915601023018, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000200_000500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000200_000500\10_f0200_0500\final_event_scorevote.txt,Normal,0.948,28.0,840.0,Normal,0.03,6.0,"{'Empty': 15.83333887159824, 'Normal': 797.7376181250438, 'Congestion': 27.866326245479286}","{'density_mean': 0.42069897055625916, 'speed_mean': 8.235456466674805, 'occupancy_mean': 0.0045815021730959415, 'ego_motion': 0.1265299767255783, 'static_dwell_norm': 0.7688301801681519, 'static_change_focus': 0.1265299767255783, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3125, 'speed_reliable_ratio': 0.9516129032258065, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000300_000600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000300_000600\10_f0300_0600\final_event_scorevote.txt,Normal,0.941,28.0,840.0,Normal,0.03,6.0,"{'Empty': 20.000014342367646, 'Normal': 793.3268530024216, 'Congestion': 29.336239479482174}","{'density_mean': 0.4193767011165619, 'speed_mean': 8.39163875579834, 'occupancy_mean': 0.004497204441577196, 'ego_motion': 0.136551633477211, 'static_dwell_norm': 0.7705002427101135, 'static_change_focus': 0.136551633477211, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2906503677368164, 'speed_reliable_ratio': 0.9634146341463414, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000400_000700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000400_000700\10_f0400_0700\final_event_scorevote.txt,Normal,0.795,28.0,840.0,Normal,0.03,6.0,"{'Empty': 127.50001488719134, 'Normal': 676.6893282225356, 'Congestion': 47.10003677441273}","{'density_mean': 0.3969697058200836, 'speed_mean': 6.718310832977295, 'occupancy_mean': 0.0046410951763391495, 'ego_motion': 0.10726801306009293, 'static_dwell_norm': 0.8143701553344727, 'static_change_focus': 0.10726801306009293, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3121211528778076, 'speed_reliable_ratio': 0.9424242424242424, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000500_000800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000500_000800\10_f0500_0800\final_event_scorevote.txt,Normal,0.694,28.0,840.0,Normal,0.03,6.0,"{'Empty': 216.66666506323963, 'Normal': 592.8351755319163, 'Congestion': 44.7984675510088}","{'density_mean': 0.3849557638168335, 'speed_mean': 6.642834186553955, 'occupancy_mean': 0.004645282402634621, 'ego_motion': 0.0891798585653305, 'static_dwell_norm': 0.818634033203125, 'static_change_focus': 0.0891798585653305, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.3362832069396973, 'speed_reliable_ratio': 0.9513274336283186, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000600_000900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000600_000900\10_f0600_0900\final_event_scorevote.txt,Normal,0.562,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 339.16666474658996, 'Normal': 479.82843942847103, 'Congestion': 34.10459879238624}","{'density_mean': 0.3412698209285736, 'speed_mean': 4.095057010650635, 'occupancy_mean': 0.00400253152474761, 'ego_motion': 0.09671464562416077, 'static_dwell_norm': 0.8768166899681091, 'static_change_focus': 0.09671464562416077, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1380952596664429, 'speed_reliable_ratio': 0.9380952380952381, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000700_001000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000700_001000\10_f0700_1000\final_event_scorevote.txt,Empty,0.528,28.0,840.0,Normal,0.03,6.0,"{'Empty': 450.0000035017729, 'Normal': 387.21249647438526, 'Congestion': 15.180382149294019}","{'density_mean': 0.3373015820980072, 'speed_mean': 12.564106941223145, 'occupancy_mean': 0.003856193507090211, 'ego_motion': 0.0967288538813591, 'static_dwell_norm': 0.7307456731796265, 'static_change_focus': 0.0967288538813591, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.0714285373687744, 'speed_reliable_ratio': 0.9226190476190477, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000800_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000800_001100\10_f0800_1100\final_event_scorevote.txt,Normal,0.573,28.0,840.0,Normal,0.03,6.0,"{'Empty': 328.3333378098905, 'Normal': 486.67665855214, 'Congestion': 34.40945587819442}","{'density_mean': 0.37295082211494446, 'speed_mean': 6.7715229988098145, 'occupancy_mean': 0.004602144937962294, 'ego_motion': 0.11716356873512268, 'static_dwell_norm': 0.6855924129486084, 'static_change_focus': 0.11716356873512268, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2868852615356445, 'speed_reliable_ratio': 0.930327868852459, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,000900_001200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\000900_001200\10_f0900_1200\final_event_scorevote.txt,Normal,0.648,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 177.50000020489097, 'Normal': 552.9593553189188, 'Congestion': 122.69759640237316}","{'density_mean': 0.3751868009567261, 'speed_mean': 3.2703676223754883, 'occupancy_mean': 0.006555129773914814, 'ego_motion': 0.0878167375922203, 'static_dwell_norm': 0.8031514883041382, 'static_change_focus': 0.0878167375922203, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8923766613006592, 'speed_reliable_ratio': 0.9417040358744395, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
10,001000_001200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\10\001000_001200\10_f1000_1200\final_event_scorevote.txt,Normal,0.808,18.0,540.0,Unknown,0.03,6.0,"{'Empty': 4.999999627470968, 'Normal': 440.58246043883264, 'Congestion': 99.41753956116736}","{'density_mean': 0.37931033968925476, 'speed_mean': 3.547956705093384, 'occupancy_mean': 0.006546323653310537, 'ego_motion': 0.10760712623596191, 'static_dwell_norm': 0.8029542565345764, 'static_change_focus': 0.10760712623596191, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8965517282485962, 'speed_reliable_ratio': 0.9458128078817734, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
